Шифра,Артикал,Продажна Цена,Единична Цена,Опис,Достапност,Редовна Цена,ДДВ,Последно ажурирање
1561,"ЛЕНОР 0,575",102,бр.            ,,Има,102,18,
1562,"ГАЗОЗА 1,25",40,бр.            ,,Има,40,18,
1563,ШАМПОН КИНИН 500МЛ,180,бр.            ,,Има,180,18,
1564,ШАМПОН 200МЛ КИНИН,110,бр.            ,,Има,110,18,
1565,КИКИРИТКА 100ГР БОН,20,бр.            ,,Има,20,5,
1566,КИКИРИТКА 500ГР БОН,80,бр.            ,,Има,80,5,
1567,КИКИРИТКА 350ГР БОН,68,бр.            ,,Има,68,5,
1568,ПЕЧУРКИ ТЕГЛА ЦЕЛИ,116,бр.            ,,Има,116,10,
1569,ЛИЛА ТЕЧЕН ДЕТЕРГЕНТ 2Л,190,бр.            ,,Има,190,18,
1570,ЛИЛА ЗА СТАКЛО 750МЛ ПУМПА,70,бр.            ,,Има,70,18,
1571,ТОФИФИ 125ГР,100,бр.            ,,Има,100,5,
1572,МАРАМИЦИ ЛИЛА,65,бр.            ,,Има,65,18,
1573,ГУЛАШ ПЕКАБЕСКО 200ГР,78,бр.            ,,Има,78,5,
1574,ПЕКАБЕТА 95ГР,33,бр.            ,,Има,33,5,
1575,БАВАРСКО КОЛАЧЕ,30,бр.            ,,Има,30,5,
1576,ЗОТТ ОВОШЕН ЈОГУРТ 400ГР,52,бр.            ,,Има,52,5,
1577,КЕЈК ОВОШЕН 300ГР ВИНЧИНИ,93,бр.            ,,Има,93,5,
1578,КАПУЧИНО ЛАФЕСТА 100ГР,44,бр.            ,,Има,44,5,
1579,"ПЕЛИСТЕРКА 0,5",20,бр.            ,,Има,20,18,
1580,ФАРБА ЗА КОСА ФЛИРТ,95,бр.            ,,Има,95,18,
1581,МЛЕКО ДУКАТ И ЗДРАВЈЕ,70,бр.            ,,Има,70,5,
1582,ПАСКАЛИН 3 ВО 1,7,бр.            ,,Има,7,5,
1583,"БИТОЛСКО МЛЕКО 2,8 1/2",140,бр.            ,,Има,140,5,
1584,ПИЛ КОПАН 2 КГ,116,кгр.           ,,Има,116,5,
1585,"КВАТРО ЏУС 1,5Л",40,бр.            ,,Има,40,18,
1586,ЖИТОМИР 250ГР КОКОС,108,бр.            ,,Има,108,10,
1587,КОЛБАС НЈЕГОШКИ,340,бр.            ,,Има,340,5,
1588,ТУНА АГРИКО 80 гр,28,бр.            ,,Има,28,5,
1589,ТОАЛЕТ АЛЕГРА 10/1,145,бр.            ,,Има,145,18,
1590,"ХЕРО 0,9МЛ",90,бр.            ,,Има,90,18,
1591,СРЕДСТВО ЗА СТАКЛО 5Л,300,бр.            ,,Има,300,18,
1592,БАКАЛАР,570,кгр.           ,,Има,570,5,
1593,ПРОЛЕТНА МАГИ,30,бр.            ,,Има,30,5,
1594,МЕЛЕНО МЕСО СТОЧАР,132,бр.            ,,Има,132,5,
1595,ВЕРОНА 180г,45,бр.            ,,Има,45,5,
1596,БОН ПАРТИ МИКС 90ГР,30,бр.            ,,Има,30,10,
1597,КИНОА,316,кгр.           ,,Има,316,5,
1598,АБЦ 9КГ ,700,бр.            ,,Има,700,18,
1599,ДАМИНА ТЕЧЕН ПРАШОК 3Л,200,бр.            ,,Има,200,18,
1600,ПИКАНТ ФИКС,30,бр.            ,,Има,30,5,
1601,КОНФЕТО 1КГ,257,бр.            ,,Има,257,5,
1602,НЕКТАР ЛАЈФ ЈАБОЛКА 1Л,54,бр.            ,,Има,54,18,
1603,НЕКТАР ЛАЈФ 1Л ПОРТОКАЛ,72,бр.            ,,Има,72,18,
1604,ЧОКО КИДС 15ГР,8,бр.            ,,Има,8,5,
1605,ДЕЗОДОРАНС БЛЕЈД,115,бр.            ,,Има,115,18,
1606,"ФАКС 3,5",233,бр.            ,,Има,233,18,
1607,БЕЈК РОЛС,44,бр.            ,,Има,44,5,
1608,ЧАЈ БРУСНИЦА ЈУМИС,49,бр.            ,,Има,49,5,
1609,СОС ЧИЛИ 300МЛ,66,бр.            ,,Има,66,5,
1610,СОС КАРИ 300МЛ,78,бр.            ,,Има,78,5,
1611,СОС ЦЕЗАР 330МЛ,198,бр.            ,,Има,198,10,
1612,ЛОТУС 3КГ,175,бр.            ,,Има,175,18,
1613,СОС ЗА ТЕСТЕНИНИ 370МЛ,72,бр.            ,,Има,72,5,
1614,ТОШИБА 6/1 БАТЕРИЈА,60,бр.            ,,Има,60,18,
1615,КИСЕЛО МЛЕКО ЗДРАВЈЕ,33,бр.            ,,Има,33,5,
1616,ПЕРСИЛ КАПСУЛИ 66 БР,1100,бр.            ,,Има,1100,18,
1617,"ПЕПСИ 1,5л 6/1",300,бр.            ,,Има,300,18,
1618,РИВАЛ 500 ГР,160,бр.            ,,Има,160,18,
1619,СОНЧОГЛЕД БЕЛ ПЕЧЕН 200ГР,25,бр.            ,,Има,25,10,
1620,МОЦАРЕЛА,78,бр.            ,,Има,78,5,
1621,МЕЛЕНО ЈУНЕШКО БДА,275,кгр.           ,,Има,275,5,
1622,"СИЛАН 1,672",220,бр.            ,,Има,220,18,
1623,АВАКС АНТИБАКТЕРИСКО,60,бр.            ,,Има,60,18,
1624,КРЕМ РД 500ГР,65,бр.            ,,Има,65,5,
1625,ПУТЕР ХОЧЕ ГЕРМАНСКИ 200ГР,95,бр.            ,,Има,95,5,
1626,ПЛЕШКА СВИНСКА ,270,кгр.           ,,Има,270,5,
1627,ХАРТИЈА ЗА ПЕЧЕЊЕ 40СМ,60,бр.            ,,Има,60,18,
1628,АБЦ ОМЕКНУВАЧ И УНИВЕРЗАЛНО 2Л,180,бр.            ,,Има,180,18,
1629,МЕРАК 2Х200 + 100,100,бр.            ,,Има,100,18,
1630,"ПЕРСИЛ 5,4КГКОМПАКТ СО КОРПА",770,бр.            ,,Има,770,18,
1631,ЧОКОЛАДЕН КАЛЕНДАР 75ГР,86,бр.            ,,Има,86,5,
1632,ПАСТРМКА,400,кгр.           ,,Има,400,5,
1633,КАРНЕКС 150ГР,43,бр.            ,,Има,43,5,
1634,ЗЛАТЕН ПЕК 1КГ,88,бр.            ,,Има,88,5,
1635,ПУТЕР ОСОГОВСКИ 500ГР,230,бр.            ,,Има,230,5,
1636,КАЈСИЈА СУВА,83,бр.            ,,Има,83,5,
1637,ФРИПЕТИ,20,бр.            ,,Има,20,5,
1638,БОН КАФЕ 200+100 ФИЛЏАН,89,бр.            ,,Има,89,18,
1639,СЕТ 300,89,бр.            ,,Има,89,18,
1640,ПЕРФЕКС БРИШАЧ МУЛТИ 3 СЛОЈА,100,бр.            ,,Има,100,18,
1641,ПИРЕ БЛАНКО 120ГР,28,бр.            ,,Има,28,10,
1642,"ЕВИНА 1,5 Л",22,бр.            ,,Има,22,18,
1643,ЕВИНА НЕГАЗИРАНА 6/1,130,пакет          ,,Има,130,18,
1644,ЕВИНА 6 Л ТУБА,46,бр.            ,,Има,46,18,
1645,"ЕВИНА  И  ФРУТИНО 0,5",15,бр.            ,,Има,15,18,
1646,ПАСТРАМАЈЛИЈА СВИНСКА,65,бр.            ,,Има,65,5,
1647,ПАСТРАМАЈЛИЈА ПИЛЕШКА,60,бр.            ,,Има,60,5,
1648,ЗАТВОРЕНА ПИЦА И КАПРИЧИОЗА,60,бр.            ,,Има,60,5,
1649,ТАРАНА МАРЧЕЛА 450ГР,73,бр.            ,,Има,73,5,
1650,ТЕСТО ЗА ПИЦА,32,бр.            ,,Има,32,5,
1651,МОЛФИ 40БР,133,бр.            ,,Има,133,5,
1652,ЕВИНА ГАЗИРАНА 6/1,130,бр.            ,,Има,130,18,
1653,КАДАИФ 500ГР,150,бр.            ,,Има,150,5,
1654,"ФРУТИНО 1,5Л",25,бр.            ,,Има,25,18,
1655,ЕВРИ ДЕЈ + СЕКОЈДНЕВНИ,208,бр.            ,,Има,208,5,
1656,ФРУКТАЛ АРОНИЈА 1Л,59,бр.            ,,Има,59,18,
1657,МАГДОНОС КИБЕЛА,10,бр.            ,,Има,10,5,
1658,МАРАМИЦИ БЕЛУКС 120/1,75,бр.            ,,Има,75,5,
1659,ПЛАЗМА 600ГР,186,бр.            ,,Има,186,5,
1660,"ПЕРОС 1,5КГ",122,бр.            ,,Има,122,18,
1661,"ПЕРОС 4,5 КГ",280,бр.            ,,Има,280,18,
1662,САПУН ТЕО 70ГР,20,бр.            ,,Има,20,18,
1663,НОВЕЛА ТЕЧЕН ДЕТЕРГЕНТ,164,бр.            ,,Има,164,18,
1664,ПЕРФЕТО ГРАШОК И МОРКОВ,50,бр.            ,,Има,50,5,
1665,ПЕРФЕТО ГРАШОК И МОРКОВ,50,бр.            ,,Има,50,5,
1666,ТОСТ ШУНКА,160,бр.            ,,Има,160,5,
1667,НАРОДЕН КОЛБАС 300ГР,65,бр.            ,,Има,65,5,
1668,ОРС ЗА ПОД,70,бр.            ,,Има,70,18,
1669,ТУНА АГРИКО 170 ГР,58,бр.            ,,Има,58,5,
1670,ВИРШЛА 800ГР ПКБ,77,бр.            ,,Има,77,5,
1671,АЛУ ТОРТИЛЈА,117,бр.            ,,Има,117,5,
1672,"ПЛЕЖЕР 0,5",54,бр.            ,,Има,54,5,
1673,"ПОМФРИТ 0,5 КГ",50,бр.            ,,Има,50,5,
1674,ЛЕПИЊА,65,бр.            ,,Има,65,5,
1675,АЛВА СО КИКИРИКИ 270ГР,60,бр.            ,,Има,60,5,
1676,АРИЕЛ 5КГ,650,бр.            ,,Има,650,18,
1677,ОЦЕТ 900МЛ ОЦЕТКО,32,бр.            ,,Има,32,5,
1678,УЛТРА МИНИ ПЛУС СЕКОЈДНЕВНИ,45,бр.            ,,Има,45,18,
1679,МЕРАК 240гр,80,бр.            ,,Има,80,18,
1680,ГУМЕНИ БОНБОНИ 80гр,20,бр.            ,,Има,20,10,
1681,БОРАНИЈА 450гр,54,бр.            ,,Има,54,5,
1682,ХАЛЕЈ РУЛО 240ГР,105,бр.            ,,Има,105,5,
1684,ОБЛАЧИНЈА  450ГР,100,бр.            ,,Има,100,5,
1688,ТЕГЛИ,14,бр.            ,,Има,14,18,
1689,НАЈЛЕПШЕ ЖЕЛБЕ 90ГР,72,бр.            ,,Има,72,5,
1690,ЈУХУ НОИСЕТ 80ГР,30,бр.            ,,Има,30,5,
1695,ПЕКАРСКИ КОМПИР 750ГР,80,бр.            ,,Има,80,5,
1696,МЕНТОС БОНБОНИ,25,бр.            ,,Има,25,5,
1697,ОЛИВЕР ПРАШОК 4КГ,230,бр.            ,,Има,230,18,
1698,ЕФЕКТ ПАРФЕМ,250,бр.            ,,Има,250,18,
1699,"КРАЛИ МАРКО 1,5Л 6/1",540,бр.            ,,Има,540,18,
1700,МАРГАРИН ДОБРО ЈУТРО 2X500ГР,170,бр.            ,,Има,170,5,
1701,ЧАША МАЛА 100/1,70,бр.            ,,Има,70,18,
1702,МАРМАЛАД ШИПКА,96,бр.            ,,Има,96,5,
1705,ЕКСТРИМ СЕТ 2/1,310,бр.            ,,Има,310,18,
1706,ЕКСТРИМ ДИВАЈН СЕТ,240,бр.            ,,Има,240,18,
1707,ЕКСТРИМ СЕТ+НЕСЕСЕР,550,бр.            ,,Има,550,18,
1708,СЕТ ЕКСТРИМ + ЛОСИОН,460,бр.            ,,Има,460,18,
1710,СЕТ ПАРФЕМ СО ЧЕТКА,250,бр.            ,,Има,250,18,
1711,ЧОКО ЗАЈЧЕ,150,бр.            ,,Има,150,5,
1712,ЧОКО ПАТЧЕ,97,бр.            ,,Има,97,5,
1713,ЧОКО ФИГУРИ ВО КОШНИЦА,220,бр.            ,,Има,220,5,
1714,БРИЛИЈАНТ 5 Л,491,бр.            ,,Има,491,5,
1715,ПЛЕСКАВИЦА КЕБАП СТОЧАР,162,кгр.           ,,Има,162,5,
1716,МАЈОНЕЗ ВИТАНЕЗ 260ГР ДОЈПАК,63,бр.            ,,Има,63,10,
1717,ПЛАНИНСКИ ЛЕБ 500ГР,55,бр.            ,,Има,55,5,
1718,"КРАЛИ МАРКО 0,5 ЛИМЕНКА",50,бр.            ,,Има,50,18,
1719,"ЗЛАТЕН ДАБ 0,5 ЛИМЕНКА",55,бр.            ,,Има,55,18,
1720,"КРАЛИ МАРКО 1,5Л",95,бр.            ,,Има,95,18,
1721,"ТУБОРГ 0,5 ЛИМЕНКА",60,бр.            ,,Има,60,18,
1722,ЕНЕРЏИ КИНГ,25,бр.            ,,Има,25,18,
1723,ДАБ ЛИМЕНКА 6/1,300,бр.            ,,Има,300,18,
1724,"ЈЕЛЕН 0,5Л",65,бр.            ,,Има,65,18,
1725,"ТУБОРГ 0,5 СТАКЛО",85,бр.            ,,Има,85,18,
1726,"СТАРОПРАМЕН 0,5Л ",60,бр.            ,,Има,60,18,
1727,"ЈЕЛЕН 0,5 ЛИМЕНКА",55,бр.            ,,Има,55,18,
1728,"БЕКС 0,5Л",65,бр.            ,,Има,65,18,
1729,"КАМЕНИЦА 0,5Л",42,бр.            ,,Има,42,18,
1730,ДАМЛА  САПУН 100г,23,бр.            ,,Има,23,18,
1732,"КАМЕНИЦА 0,5 6/1",240,бр.            ,,Има,240,18,
1733,ЛЕБ 7 СЕМИЊА,75,бр.            ,,Има,75,5,
1734,ХАРИНГА 1КГ,110,бр.            ,,Има,110,5,
1735,"ЈЕЛЕН 8/1 0,5Л",493,бр.            ,,Има,493,18,
1736,СТАРОПРАМЕН 4/1,220,пакет          ,,Има,220,18,
1737,КРАЛИ МАРКО 4/1,200,пакет          ,,Има,200,18,
1738,ЗА СЕКУНДАРНА ПОЗИЦИЈА БАМБИ 10 2022,590,бр.            ,,Има,590,18,
1739,СЕПТОНА  ДИСКОВИ 120+80,130,бр.            ,,Има,130,18,
1740,САЛАКИС ФЕТА,137,бр.            ,,Има,137,10,
1741,МАЈХЕРО ТАБЛЕТИ ЗА САДОВИ 80+20,560,бр.            ,,Има,560,18,
1742,ПИРОШКИ,112,бр.            ,,Има,112,5,
1743,МИЛ АБРАЗИВ,61,бр.            ,,Има,61,18,
1745,СВИНСКИ БУТКИЦИ,205,кгр.           ,,Има,205,5,
1746,РАКИЈА БЕЛА И ЖОЛТА ДУНЈА,800,бр.            ,,Има,800,18,
1749,ПУДИНГ ПАСТЕЛА ЧОКОЛАДО,17,бр.            ,,Има,17,5,
1750,ТУБОРГ 6/1,295,бр.            ,,Има,295,18,
1751,ЧЕРЕЗОС ПЧЕНКА,15,бр.            ,,Има,15,10,
1752,ПАТОС 20ГР,15,бр.            ,,Има,15,10,
1753,"БЕКС 0,33",45,бр.            ,,Има,45,18,
1754,"БЕКС 0,5 ЛИМЕНКА 4/1",260,бр.            ,,Има,260,18,
1755,НОВОГОДИШНИ СМОКИ,10,бр.            ,,Има,10,10,
1757,ЛОКУМ СУЛТАН ТУРСКИ,200,бр.            ,,Има,200,10,
1758,ДР ГЕРАРД ЈУПИ 205ГР,86,бр.            ,,Има,86,5,
1759,КРЕМ ФИТ ПРОТЕИН,135,бр.            ,,Има,135,10,
1760,"ПИВО ХЕФЕ ВАЈС 0,5",35,бр.            ,,Има,35,18,
1761,"ОРИГИНАЛ ЛАГЕР И ДУФ 0,5",40,бр.            ,,Има,40,18,
1762,ВРЕКИ ЗА ГУБРЕ 250Л,75,бр.            ,,Има,75,18,
1763,ВРЕКИ ЗА ГУБРЕ 50Л,28,бр.            ,,Има,28,18,
1764,ПИЦА ИТАЛИЈАНА,15,бр.            ,,Има,15,5,
1765,СЈАЈ ДОМАНА 5л,170,бр.            ,,Има,170,18,
1766,СЈАЈ ДОМАНА 10 л,300,бр.            ,,Има,300,18,
1767,САПУН ЕВА 5л,195,бр.            ,,Има,195,18,
1768,АВТОГЛАС 5л,180,бр.            ,,Има,180,18,
1769,ФИДЕ МИСКО,90,бр.            ,,Има,90,5,
1770,"АЛПСКО 2,8",65,бр.            ,,Има,65,5,
1771,СОМАТ РЕФУС,10,бр.            ,,Има,10,18,
1772,КАШКАВАЛ ГАУДИНО 400ГР,159,бр.            ,,Има,159,5,
1773,"МЛЕКО ЈОКА 2,8",64,бр.            ,,Има,64,5,
1774,АКТ,450,бр.            ,,Има,450,18,
1775,РОКИ ПАРТИ МИКС 35GR,10,бр.            ,,Има,10,5,
1776,ГОРСКА ВОДА 6/1,150,пакет          ,,Има,150,18,
1777,"ГОРСКА ВОДА 1,5Л",25,бр.            ,,Има,25,18,
1778,РОЛАТ 300ГР ВИНЧИНИ,66,бр.            ,,Има,66,5,
1779,ЧАЈНИ БИСКВИТИ 800ГР ДОНИА,127,бр.            ,,Има,127,5,
1780,ТОРТИЦИ ДОЛЧЕЗА 180ГР,50,бр.            ,,Има,50,5,
1781,ТОРТА 400ГР ВИНЧИНИ,135,бр.            ,,Има,135,5,
1782,ШТРУДЛА 240ГР ВИНЧИНИ,69,бр.            ,,Има,69,5,
1783,ПЕТИТ БЕР 800ГР ВИНЧИНИ,126,бр.            ,,Има,126,5,
1784,ПЕТИТ БЕР 400ГР ВИНЧИНИ,60,бр.            ,,Има,60,5,
1785,СВЕКИ,2,бр.            ,,Има,2,18,
1786,КРЕМ ЧОКОЛА 400ГР ВИНЧИНИ,115,бр.            ,,Има,115,10,
1787,ОРС АБРАЗИВ,77,бр.            ,,Има,77,18,
1788,ЛАНЕ ОМЕКНУВАЧ 5л,320,бр.            ,,Има,320,18,
1789,ЈЕЛЕН 24/1 ПАКЕТ,1320,бр.            ,,Има,1320,18,
1790,КРПА ЗА ЏОГЕР РЕЗЕРВА Е-10,100,бр.            ,,Има,100,18,
1791,СТАП ЗА ЏОГЕР,40,бр.            ,,Има,40,18,
1792,МЕТЛА ,100,бр.            ,,Има,100,18,
1793,ЛОПАТКА ЗА ОТПАД,40,бр.            ,,Има,40,18,
1794,ЏОГЕР СО КОФА СО МЕХАНИЗАМ,500,бр.            ,,Има,500,18,
1795,КОФА ЗА ЏОГЕР,140,бр.            ,,Има,140,18,
1796,ЏОГЕР СО РЕСИ,110,бр.            ,,Има,110,18,
1797,ЏОГЕР ПАРКЕТАРКА Д-12,165,бр.            ,,Има,165,18,
1798,ЏОГЕР ПАРКЕТАРКА Д-11,180,бр.            ,,Има,180,18,
1799,"ДОБРА ВОДА АКТИВ И ВЕЛНЕС 1,5Л",60,бр.            ,,Има,60,18,
1800,"ДОБРА ВОДА АКТИВ И ВЕЛНЕС 0,5",35,бр.            ,,Има,35,18,
1801,"ЛАДНА ВОДА 1,5Л",30,бр.            ,,Има,30,18,
1802,"ЛАДНА И ДОБРА ВОДА 1,5Л 6/1",165,бр.            ,,Има,165,18,
1803,КРЕМА ЗА ЛИЦЕ И ТЕЛО ИЛИРИЈА 150МЛ,135,бр.            ,,Има,135,18,
1804,КРЕМА ЗА РАЦЕ ИЛИРИЈА 50МЛ,90,бр.            ,,Има,90,18,
1805,ЛИДЕРА ДЕЗОДОРАНСКА КРЕМА,165,бр.            ,,Има,165,18,
1806,ШАМПОН ИЛИРИЈА 230МЛ,100,бр.            ,,Има,100,18,
1807,"ТЕЧЕН ДЕТЕРГЕНТ ЛЕКС 1,1Л",152,бр.            ,,Има,152,18,
1808,ОМЕКНУВАЧ АЛВИНА 1700МЛ,213,бр.            ,,Има,213,18,
1809,"ПИЛ КОПАН 2,5кг",300,бр.            ,,Има,300,5,
1810,ВЛОШКИ ИНКО ЕКСТРА,190,бр.            ,,Има,190,5,
1811,ХРАНА ЗА КУЧЕ МАЧЕ 10кг,700,бр.            ,,Има,700,18,
1812,"КАРПАЧКИ 0,44Л",35,бр.            ,,Има,35,18,
1813,ПЕРФЕКС 10/3 ТРОСЛОЕН,52,бр.            ,,Има,52,18,
1814,ПЕРФЕКС 8+2 ПРАСКА,64,бр.            ,,Има,64,18,
1815,JAJCA L СО КАСЕТКИ,221,бр.            ,,Има,221,5,
1816,JAJCA XL СО КАСЕТКИ,236,бр.            ,,Има,236,5,
1817,АКЦИЈА 3+1,160,бр.            ,,Има,160,18,
1818,КРАВЈО СИРЕЊЕ САЛАКИС 300г,127,бр.            ,,Има,127,5,
1819,ФУДГЕНТА КАРАМЕЛА 785г,210,кгр.           ,,Има,210,10,
1820,ФЕРИ 1Л,144,бр.            ,,Има,144,18,
1821,ЈАЈЦА 10/1 М,68,бр.            ,,Има,68,5,
1822,СИЈАЛИЦИ ВОЛТА,15,бр.            ,,Има,15,18,
1823,ДАФИНКА 5КГ,660,бр.            ,,Има,660,10,
1824,ЗАМРЗНАТА СЛАНИНА БЕЗ КОЖА,372,бр.            ,,Има,372,5,
1825,ИНДОМИ СУПЕР ПИЛЕШКО 10*75г,155,бр.            ,,Има,155,10,
1826,РОКИ СИЛЕНИ СТАПЧИЊА  50 г,9,бр.            ,,Има,9,5,
1827,РОКИ СОЛЕНИ СТАПЧИЊА 250г,40,бр.            ,,Има,40,5,
1828,"АБЦ ТЕЧЕН ДЕТЕРГЕНТ 2,7",297,бр.            ,,Има,297,18,
1829,ПАШТЕТА ГАВРИЛОВИЧ,38,бр.            ,,Има,38,5,
1830,РОНДО КЕЈК 400ГР ВИНЧИНИ,107,бр.            ,,Има,107,5,
1831,СТИКСИС ВАФЕЛ 250ГР ВИНЧИНИ,83,бр.            ,,Има,83,5,
1832,ВАНИЛЛИ 240ГР ВИНЧИНИ,69,бр.            ,,Има,69,5,
